label,text,text_length,real_review
5,package arrived faster than expected items were buble wrapped well,10,0
5,didnt expect it to be this small  but delivery is very fast ,12,1
5,looking for local seller selling this ramen,7,0
4,good product but expensive for the quality received ,8,1
5,item was received well and delivery came relatively quickly within 9 days recommended,13,0
5,5th purchase as a gift good gift idea ,8,1
5,received a while back but finally got the opportunity to try it out now i was worried it wont fit but it does works as described thank you seller,29,1
5,received and my son love it ,6,1
5,exactly like the picture however it was too small as my dog is a little chubby  if your dog is quite fat for its breed then i recommend getting a size up as its adjustable i just took the bell and attached it to his other collar and then he destroyed the bell,53,1
5,a nice weight and feel when pressed down works well with my casio ctx700 model  super worth,17,1
4,finally received packaged nicely and cant wait to use it  only downside is long waiting time due to covid ,19,0
5,very cooling and comfy ,4,1
5,items received in good order items were dispatched promptly too the coin batteries were supposed to be shipped via normal mail but seller was kind enough to ship together with the other batteries via speed post ,36,0
5,delivery took about a week via ninjavan the taste of the drink is good and while i have not seen a big difference yet its still worth drinking since it has good ingredients and the drink is at a very affordable price seller included 1 free bottle and 2 masks thank you ,52,1
5,item well received and super fast delivery well packed with bubble wrap ,12,0
5,please let me win at least once,7,0
5,fast delivery product has long expiry date till 2022,9,0
5,this is the second order from the same seller the long sleeve t shirt is so comfortable to wear thank you seller,22,1
5,despite this cb period delivery was earlier than expected  ,9,0
5,it came perfect its really sticky  ,6,1
5,excellent product thanks,3,1
5,both t shirt looks ok to me now put to wash dont know if it shrinks cos i had an experience before  ,22,1
5,ordered on 19jul got it on 21jul speedy delivery product is an export set mine came from malaysia i opted for the 1year addon warranty,25,0
5,2nd time purchase very fast delivery ordered on 10 oct and received on 11 oct,15,0
5,the product arrived within 3 days expiry date shoes dec 2029 hopefully it is the original energizer battery ,18,0
5,nice but too many flours,5,1
5,item well received fast delivery ,5,0
5,true to what it says thick and cant see through good quality ,12,1
5,nice love it so much,5,1
5,ordered on 21 may and received item on 3 jun via standard economy service singpost normal mail my second purchase as the 1st one going to be a gift to someone  thanks to seller and singpost postman,37,0
5,nice my son like it,5,1
5,good to have value for money bought it during flash sales,11,1
5,item came bubble wrapped and sealed in a box box is in good condition and cream is well within expiry date,21,0
5,havent try using it hopefully it is long lasting,9,0
5,product is well received and the delivery was fast and efficient ,11,0
4,everything is good just cutting slightly small best to buy 2 size bigger for comfort,15,1
5,fast delivery all masks expiry dates are 2022 and 2023  cant wait to try them out,16,0
5,good product brightness is good like it very much thanks seller good job will consider to buy again in the future,21,1
5,items received in good condition delivery was quick too,9,0
5,doorbell received in well packaged and delivered on time thank you seller,12,0
5,great item with good price ,5,1
5,smell was strong upon opening but now not much smell already just putting for preventive measure ,16,1
5,items are well wrapped with bubble and delivered within 48 hours will buy again,14,0
5,the item is wrapped nicely seller replies on my queries normally thank you ,13,0
5,havent used it yet but it feels very heavy duty and good quality  no scratches or dents at all ,19,0
5,thank you value for money,5,1
5,came in a few days after i ordered heh loving the threads thank you ,14,0
5,very fast delivery items received in good condition the cream is quite moistful and feel good using it every night after toner,22,1
5,satisfied customer here,3,1
5,liked the design value for money item received in good condition ,11,1
5,fast delivery ordered 1st june rcvd 3rd june ,8,0
5,delivered well within expection and well packed sofa is comfortable recommended if wish to lounge on floor ,17,1
5,it came as per discription looks great and sounds ok too ,11,1
4,item received in good condition however the ink is not enough quite light to start off,16,1
5,item received well packed tasted and the overall taste is perfect for me glass jar is protected with another container will purchase again recommended seller,25,1
5,received with nice item and fast delivery also ,8,1
4,delivery time was decent the scrub smells good and skin doesnt feel dry after using ,15,1
5,came as described well packed with a little spatula great,10,1
5,fast delivery good size for babies quality is good affordable,10,1
5,love the taste of both flavour small but quite a number of seeds  definitely will order again ,17,1
5,item received in good condition and fast delivery ,8,0
5,good material hope is really absorbent happy with my purchase gooooood ,11,1
5,nice puzzle satisfactory,3,1
5,love the packaging makes the cartoons look even cuter thanks,10,1
5,my son loves this and its worth the price,9,1
5,designs given at random material is soft first time buying so dont know how it will hold up after washing and usage overall happy with the product and price,29,1
5,smaller than expected but i guess its fine probably just slightly smaller than uno cards havent got to use it hopefully can use whiteboard marker without staining it,28,1
5,order came in well secured thank you ,7,0
5,after the long wait of 1 month and 1 week at last received the vacuum love the strong suction got the same brand before but its only 9k power this is 25k power so far so good hope it last theres 1 year warranty thank you seller,47,1
5,nice thanks seller,3,1
5,4th purchase of this product from this store ,8,0
4,got it fast delivery thank you very much would consider again,11,0
5,good and responsible seller   nice products  got replacement of charm clip  pink spray mist must close properly if not will leak habent use white spray n oil yet  ,28,0
5,fast delivery nicely packed with bubble wrap havent tried it but thanks seller for good deal ,16,0
5,highly recommended item delivered as described speedy delivery thank you,10,1
4,smaller than expected  but recieved in good condition ,8,0
5,fast delivery received item within 2 days great value when coupled with shopee discount coins and coupons ,17,1
5,received in a good condition cant get radio channels after using the cable that claim can be served as antenna overall still worth it for the price paid,28,1
5,product quite thin but its ok  cant use for long walk thus wife use for short distance walking only delivery around 23 weeks,23,1
5,really cute and worth the money happy w the purchase thank you ,12,1
5,second purchase product is authentic and seller is very nice  ,10,0
5,fast delivery cheaper than retail,5,0
5,very good good price and quality is good plastic kind dun ned to worri cut your fingers,17,1
5,wrapped properly and good quality ,5,1
5,great service and product received as described thank you ,9,1
5,sturdy material,2,1
5,enjoyed the fish skin and enjoyed the additional discount even more  prompt shipping,13,1
5,mittens and booties are good but swaddle bag is not the best ,12,1
5,good and sturdy great packaging too ,6,1
5,delivery was quick strings are authentic really affordable ,8,1
5,delivered very fast and the ballon is clear and very cute,11,1
5,orders and get this free very delicious ,7,1
5,came as described pretty good quality for the price worth the buy,12,1
5,received items with thanks have not tried the item yet ,10,0
5,fast delivery simple to use the lowest speed setting is already very fast a very handy mixer that solves our dalgona cravings  ,22,1
5,looks comfy received pretty fast in mailbox hope its nice to use,12,0
4,well packed with lots of protection find that the knife is not very sharp ,14,1
5,i order black  red i prefer red ,7,0
5,fast delivery  and go to seller as always indeed the pressure from this water is good compared to mine before cant wait to use it ,25,1
5,delivery speed was good seller responsive bulb works recommended ,9,1
5,fast delivery received within 7 working days quality is really good for the price you pay look exactly the same as picture not rough on scalp good buy,28,1
5,fast delivery looks nice nice packaging received the product in a box within a larger box  ,16,0
5,fast delivery ordered on 2152020 n received on 2652020 ,9,0
5,received with thanks,12,0
5,very prompt delivery and response items neatly and hygienically packed inappropriate zipbloc my first time ordering,16,0
5,thank you very much fast shipping as well  received in good condition ,12,0
